age,gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,age_numeric,n_listening_contexts,listening_time,skip_rate,diversity_score,usage_months,pod_frequency,streams,bot_like
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Classical,Afternoon,Sadness or melancholy,"Study Hours, While Traveling, leisure time","Playlists, Others",2,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Satisfied,27,3,126.3,0.8,0.5,18,2,2005,0
20-35,Female,6 months to 1 year,"Computer or laptop, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Uplifting and motivational,"While Traveling, Workout session, leisure time","Playlists, Radio, Others",2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,27,3,160.5,0.8,0.5,9,3,1728,0
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Pop,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Radio",3,Several times a week,Health and Fitness,Story telling,Both,Longer,Satisfied,27,3,105.9,0.6,0.5,18,3,2205,0
20-35,Others,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Classical,Afternoon,Uplifting and motivational,"Study Hours, While Traveling, Workout session","Playlists, Radio, Others",3,Once a week,Sports,Interview,unknown Podcasters,Shorter,Ok,27,3,112.3,0.6,0.5,18,2,2090,0
20-35,Female,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Classical,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","Playlists, Others",2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Very Satisfied,27,3,158.6,0.8,0.5,9,3,1647,0
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Others",3,Once a week,Sports,Interview,unknown Podcasters,Both,Ok,27,3,195.5,0.6,0.5,18,2,1904,0
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,Classical,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Radio",3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,27,3,114.1,0.6,0.5,18,3,1980,0
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Classical,Morning,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, Workout session","recommendations, Playlists, Radio",3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,27,3,155.0,0.6,0.5,9,3,1693,0
12-20,Female,6 months to 1 year,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, Study Hours, While Traveling","recommendations, Radio, Others",2,Several times a week,Health and Fitness,Story telling,Both,Longer,Ok,16,3,114.5,0.8,0.5,9,3,1549,0
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Social gatherings or parties,"Study Hours, While Traveling",Radio,3,Rarely,Sports,Conversational,unknown Podcasters,Longer,Ok,16,2,105.0,0.6,0.333,9,1,1073,0
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Classical,Afternoon,Sadness or melancholy,While Traveling,"Playlists, Radio",3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,27,1,104.7,0.6,0.167,9,2,1097,0
35-60,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Family Plan-Rs 179/month,Music,Classical,Morning,Uplifting and motivational,While Traveling,Radio,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,47,1,94.3,0.6,0.167,18,2,1413,0
35-60,Female,Less than 6 months,"Smartphone, Computer or laptop",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","recommendations, Playlists, Radio",2,Once a week,Sports,Interview,unknown Podcasters,Longer,Ok,47,3,153.6,0.8,0.5,3,2,1163,0
35-60,Female,6 months to 1 year,"Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Melody,Afternoon,Uplifting and motivational,While Traveling,Playlists,2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,47,1,91.8,0.8,0.167,9,3,1181,1
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Sadness or melancholy,Workout session,Playlists,2,Several times a week,Health and Fitness,Story telling,Both,Both,Dissatisfied,27,1,93.0,0.8,0.167,18,3,1526,1
12-20,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session",Playlists,3,Once a week,Health and Fitness,Interview,Well known individuals,Both,Ok,16,3,113.3,0.6,0.5,9,2,1514,0
20-35,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Classical,Night,Sadness or melancholy,Workout session,Radio,3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Both,Satisfied,27,1,132.4,0.6,0.167,9,3,1256,0
12-20,Female,1 year to 2 years,"Computer or laptop, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session",Radio,3,Once a week,Health and Fitness,Interview,Both,Longer,Satisfied,16,2,106.8,0.6,0.333,18,2,1543,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Others,4,Rarely,Health and Fitness,Unknown,Both,Shorter,Ok,27,1,167.3,0.4,0.167,9,1,1013,0
35-60,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,While Traveling,Others,3,Once a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,47,1,74.7,0.6,0.167,18,2,1665,0
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,"Uplifting and motivational, Sadness or melancholy",Study Hours,Playlists,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Satisfied,27,1,98.6,0.6,0.167,9,2,873,0
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations,Others, Social media",3,Never,Comedy,Conversational,Well known individuals,Longer,Ok,27,3,191.7,0.6,0.5,18,0,1566,0
20-35,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Rap,Morning,Uplifting and motivational,While Traveling,Radio,2,Several times a week,Lifestyle and Health,Educational,unknown Podcasters,Longer,Dissatisfied,27,1,119.4,0.8,0.167,9,3,910,1
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Classical,Night,Sadness or melancholy,While Traveling,Others,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Dissatisfied,27,1,139.5,0.6,0.167,18,2,1583,0
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","Radio, Others",3,Several times a week,Lifestyle and Health,Interview,unknown Podcasters,Longer,Satisfied,27,3,113.7,0.6,0.5,9,3,1582,0
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,"Relaxation and stress relief, Uplifting and motivational",Office hours,recommendations,2,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,27,1,103.0,0.8,0.167,18,2,1488,1
20-35,Female,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,Workout session,Radio,2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Both,Ok,27,1,95.8,0.8,0.167,18,3,1774,1
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Sadness or melancholy,"Office hours, While Traveling, Workout session","recommendations, Radio, Others",2,Once a week,Lifestyle and Health,Educational,unknown Podcasters,Both,Ok,27,3,134.3,0.8,0.5,18,2,1568,0
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,"Study Hours, While Traveling, Workout session","recommendations, Playlists, Radio",4,Once a week,Sports,Story telling,unknown Podcasters,Both,Ok,27,3,128.8,0.4,0.5,9,2,1567,0
20-35,Female,6 months to 1 year,"Computer or laptop, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session","recommendations, Playlists, Radio",3,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Ok,27,2,142.4,0.6,0.333,9,3,1669,0
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Individual Plan- Rs 119/ month,Music,Classical,Afternoon,"Uplifting and motivational, Sadness or melancholy",Workout session,Radio,2,Several times a week,Lifestyle and Health,Story telling,Well known individuals,Shorter,Very Satisfied,16,1,107.4,0.8,0.167,9,3,996,1
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Melody,Morning,"Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, While Traveling","Playlists, Others",3,Several times a week,Lifestyle and Health,Story telling,unknown Podcasters,Longer,Very Satisfied,27,3,160.4,0.6,0.5,9,3,1614,0
20-35,Others,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Classical,Afternoon,Uplifting and motivational,While Traveling,Radio,2,Once a week,Sports,Story telling,unknown Podcasters,Longer,Satisfied,27,1,98.3,0.8,0.167,18,2,1384,1
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,"Uplifting and motivational, Sadness or melancholy",While Traveling,"Playlists, Radio",3,Several times a week,Sports,Story telling,Both,Longer,Ok,16,1,87.0,0.6,0.167,9,3,990,0
20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Melody,Afternoon,Sadness or melancholy,While Traveling,Others,2,Once a week,Sports,Conversational,Both,Longer,Ok,27,1,90.7,0.8,0.167,9,2,982,1
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,Melody,Afternoon,Sadness or melancholy,Workout session,Others,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,27,1,83.0,0.6,0.167,18,2,1680,0
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Story telling,unknown Podcasters,Both,Ok,27,1,99.9,0.6,0.167,18,2,1776,0
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Classical,Morning,Sadness or melancholy,While Traveling,Playlists,3,Once a week,Sports,Interview,Both,Longer,Ok,16,1,108.2,0.6,0.167,9,2,1016,0
12-20,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Classical,Afternoon,Sadness or melancholy,"While Traveling, leisure time",Others,3,Once a week,Health and Fitness,Educational,unknown Podcasters,Both,Satisfied,16,2,111.3,0.6,0.333,9,2,1559,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,"Others, Social media",2,Rarely,Health and Fitness,Educational,Well known individuals,Shorter,Ok,27,1,148.1,0.8,0.167,30,1,2101,1
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Night,Relaxation and stress relief,leisure time,recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,161.7,0.4,0.167,18,0,1686,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time",recommendations,4,Several times a week,Lifestyle and Health,Educational,Well known individuals,Shorter,Satisfied,27,2,180.0,0.4,0.333,30,3,2546,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties",leisure time,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,168.2,0.6,0.167,9,0,1006,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Classical,Morning,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Daily,Unknown,Unknown,Unknown,Unknown,Ok,27,3,163.3,0.6,0.5,3,4,1532,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Classical,Night,Sadness or melancholy,leisure time,Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,134.3,0.6,0.167,30,0,2446,1
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Several times a week,Comedy,Story telling,unknown Podcasters,Shorter,Very Satisfied,27,1,149.3,0.4,0.167,3,3,1077,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Ok,27,3,183.3,0.2,0.5,9,1,1411,0
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,"While Traveling, Before bed ","recommendations, Playlists",3,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,27,2,167.3,0.6,0.333,30,0,2380,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Morning,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Never,Unknown,Story telling,Unknown,Unknown,Ok,27,2,153.1,0.4,0.333,30,0,2152,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Morning,Uplifting and motivational,"While Traveling, leisure time",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,144.4,0.6,0.333,18,0,1516,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Others",1,Rarely,Finance related and current affairs,Story telling,Both,Shorter,Ok,27,2,165.5,1.0,0.333,9,1,1417,0
20-35,Female,6 months to 1 year,"Smartphone, Wearable devices",Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session",Others,4,Never,Food and cooking,Unknown,Unknown,Unknown,Ok,27,3,184.9,0.4,0.5,9,0,1425,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,Unknown,Unknown,Shorter,Ok,27,3,117.3,0.4,0.5,3,1,1127,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,Office hours,Playlists,3,Rarely,Unknown,Story telling,Both,Both,Satisfied,27,1,137.8,0.6,0.167,30,1,2078,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4,Rarely,Comedy,Conversational,Well known individuals,Both,Ok,27,1,143.3,0.4,0.167,18,1,1537,0
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Uplifting and motivational,leisure time,"Playlists, Others",4,Rarely,Lifestyle and Health,Educational,Both,Both,Very Satisfied,27,1,153.1,0.4,0.167,30,1,2170,1
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Classical,Night,Relaxation and stress relief,Workout session,recommendations,4,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,27,1,161.6,0.4,0.167,30,1,1832,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,Radio,3,Several times a week,Unknown,Unknown,Unknown,Unknown,Ok,27,1,156.1,0.6,0.167,30,3,2412,1
12-20,Male,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,16,2,149.6,0.6,0.333,18,0,1452,0
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session",Playlists,3,Once a week,Lifestyle and Health,Story telling,Both,Both,Ok,27,4,220.5,0.6,0.667,30,2,2725,0
20-35,Female,Less than 6 months,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, While Traveling","recommendations, Playlists, Radio",5,Rarely,Comedy,Story telling,Both,Shorter,Ok,27,2,104.2,0.2,0.333,3,1,849,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,5,Rarely,Unknown,Unknown,Unknown,Unknown,Satisfied,27,3,199.1,0.2,0.5,30,1,2611,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Murder Mystery ,Story telling,Both,Both,Ok,27,3,211.2,0.4,0.5,30,1,2518,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,Others,4,Never,Health and Fitness,Interview,Well known individuals,Shorter,Ok,27,1,129.4,0.4,0.167,30,0,2084,1
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok,27,1,144.1,0.6,0.167,30,1,1887,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Morning,Relaxation and stress relief,"Office hours, While Traveling","recommendations, Playlists",4,Rarely,Health and Fitness,Story telling,Well known individuals,Shorter,Ok,27,2,143.9,0.4,0.333,30,1,2227,0
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists, Radio",4,Rarely,Comedy,Story telling,Both,Both,Ok,27,3,179.2,0.4,0.5,18,1,1870,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,Playlists,5,Never,Unknown,Unknown,Unknown,Unknown,Dissatisfied,27,1,164.8,0.2,0.167,30,0,2023,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Once a week,Food and cooking,Conversational,Both,Both,Ok,27,1,153.7,0.6,0.167,9,2,1199,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Comedy,Story telling,Both,Shorter,Ok,27,1,158.5,0.6,0.167,3,1,616,0
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session, leisure time",Radio,1,Rarely,Lifestyle and Health,Conversational,Both,Both,Ok,27,3,189.3,1.0,0.5,30,1,2688,1
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Classical,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists, Radio, Others",3,Several times a week,Comedy,Story telling,Both,Shorter,Ok,27,2,180.6,0.6,0.333,3,3,1220,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Social gatherings or parties,While Traveling,"Others, Friends",4,Rarely,Comedy,Unknown,Unknown,Unknown,Dissatisfied,27,1,160.7,0.4,0.167,3,1,487,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Podcast,Melody,Morning,Relaxation and stress relief,While Traveling,"recommendations, Others",5,Several times a week,Health and Fitness,Story telling,Both,Both,Ok,27,1,122.3,0.2,0.167,30,3,1951,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,recommendations,5,Rarely,Comedy,Conversational,Both,Both,Ok,27,1,92.3,0.2,0.167,9,1,933,0
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",3,Rarely,"Political, informative, topics that interests me",Conversational,Both,Both,Ok,27,4,220.2,0.6,0.667,30,1,2807,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time",Playlists,4,Rarely,Comedy,Story telling,Both,Shorter,Ok,27,3,186.4,0.4,0.5,30,1,2557,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,27,4,216.0,0.4,0.667,3,1,1478,0
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Electronic/Dance,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others, Social media",3,Rarely,Sports,Educational,Well known individuals,Shorter,Dissatisfied,27,5,190.5,0.6,0.833,3,1,1665,0
20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Sadness or melancholy,leisure time,recommendations,3,Never,Unknown,Conversational,Well known individuals,Shorter,Satisfied,27,1,153.8,0.6,0.167,18,0,1550,0
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Classical,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,160.0,0.4,0.167,30,0,1853,0
60+,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,65,3,184.4,0.4,0.5,18,1,1793,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,None,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,4,129.2,0.2,0.667,30,0,2394,0
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling","recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Both,Satisfied,27,2,187.3,0.2,0.333,30,1,2418,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,142.6,0.4,0.167,9,0,1122,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists, Radio",3,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,27,2,164.3,0.6,0.333,3,1,914,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,27,1,152.0,0.4,0.167,3,1,379,0
